name,region,city,postal_code,country,email,id,lat,lng
Funäsfjällens Golfklubb,Jämtland/Härjedalen,LJUSNEDAL,84696.0,Sverige,kansli@funasfjallengolf.se,7fcdfc79-05f1-4f96-9f6c-bc7df51476ba,,
Eslövs Golfklubb,Skåne,ESLÖV,24193.0,Sverige,info@eslovsgk.se,123b3dfe-4ae4-48f6-855c-2398b9c9cd6a,,
Katrineholms Golfklubb,,KATRINEHOLM,64193.0,Sverige,info@katrineholmsgolf.se,b1057f34-89ee-49c3-827f-70acb2b9ba4c,,
Araslöv Golf & Resort,,FÄRLÖV,29175.0,Sverige,info@araslovgolf.se,2aea10cb-a8c6-4e5f-be22-3acb18e8e33f,,
Ringenäs Golfklubb,,HALMSTAD,30591.0,Sverige,info@ringenas.com,9a031aa6-21f9-4db5-aa66-3918a2c24fd5,56.6872214,12.7184806
Allerum Golf,,ALLERUM,25476.0,Sverige,info@allerumgk.nu,b83d52c0-b22a-4249-bdc2-329cc525a7af,,
Norrköping Söderköping Golfklubb,,NORRKÖPING,60597.0,Sverige,info@nsgk.se,d643eb14-cc03-4342-b840-3c83eac32010,,
Melleruds Golfklubb,Västra Götaland,MELLERUD,46493.0,Sverige,reception@mellerudsgolfklubb.se,bdc68d48-b92e-42d7-b27e-05d901afd437,58.7018002,12.4829715
Piteå Golfklubb,,PITEÅ,94141.0,Sverige,info@piteagolf.se,17eb047d-8fe3-43b7-8fe6-4dda92eea8cf,65.3216462,21.5252515
Mjölkeröds Golfklubb,,TANUMSHEDE,45791.0,Sverige,info@mjolkerodgk.se,630e0bc5-0ba2-41cc-bf00-b2c2eb77efd5,,
Hofgårds Golfklubb,Halland,ROLFSTORP,43297.0,Sverige,kansli@hofgard.se,9c85d7bc-c434-4014-9bc8-1e8984db4924,,
Alingsås Golfklubb,,ALINGSÅS,44195.0,Sverige,info@alingsasgk.se,5f8e4826-4b55-4f48-a75c-acb461806da9,57.8809519,12.5538071
Öjestrand Golf Club,,NJURUNDA,86294.0,Sverige,info@ojestrandgc.se,3815f5ac-7b43-4538-ac91-10d616b5c7dd,,
Österåkers Golfklubb,,ÅKERSBERGA,18492.0,Sverige,kansli@ostgk.se,3523fc39-9e64-4efd-bf66-4c6d8fca4003,,
Timrå Golfklubb,,FAGERVIK,86032.0,Sverige,info@timragk.se,1f08dc87-8ccc-4901-a5fc-be5b8011e382,,
Vreta Kloster Golfklubb,,LJUNGSBRO,59075.0,Sverige,info@vkgk.se,3be7a6ac-9bde-4c7e-b515-b74afb817d67,58.5288926,15.512593
Hallstaviks Golfklubb,,HALLSTAVIK,76330.0,Sverige,info@hallstavikgk.se,ea518905-6c1f-415e-b769-dde7003e47ab,,
Dagsholm Golfklubb,,FÄRGELANDA,45892.0,Sverige,info@dagsholmgolf.se,e150ab54-8ed1-4971-88b2-91c856a0fd4c,58.5204182,11.9706221
Torreby Golfklubb,,MUNKEDAL,45593.0,Sverige,Kansliet@torrebygk.se,a6d6f266-117d-43cc-b216-78358522e4ce,58.4394636,11.5986009
Växjö Golfklubb,,VÄXJÖ,35260.0,Sverige,klubbchef@vaxjogk.com,74ebf48f-dbad-4d6f-9848-4ce78a02a3ba,56.9019878,14.7747297
Östersund-Frösö Golfklubb,Jämtland,FRÖSÖN,83296.0,Sverige,info@ofg.nu,f0d1b151-cab2-418d-ba2f-aa832f3e527f,,
Mölndals Golfklubb,,LINDOME,43791.0,Sverige,reception@molndalsgk.se,aec2dd69-1f7f-42a3-8787-997e7f6c2bea,57.5831267,12.1468945
Norsjö Golfklubb,Västerbotten,NORSJÖ,93532.0,Sverige,kansli@norsjogk.se,0c4de4a1-00a9-4c0d-a38a-16c8aff388bb,64.9890721,19.4926667
Tjörns Golfklubb,,KÅLLEKÄRR,47193.0,Sverige,info@tjornsgk.se,403f7641-1f96-4a5c-af03-1eae080fe350,58.0056827,11.6510161
Flemminge Golfklubb,,BOXHOLM,59012.0,Sverige,kansli@flemmingegolf.se,d049cab6-9929-4d7c-8cd8-5af303701237,,
Mälarö Golfklubb Skytteholm,,EKERÖ,17890.0,Sverige,kansli@malarogk.se,d86adc30-6a71-4ede-9217-40ba1bd959a3,59.3120277,17.6785841
Troxhammar Golfklubb,,SKÅ,17975.0,Sverige,kansli@troxhammargk.se,5c2b60d7-92b1-4307-b3c5-2007fcb209b8,,
Kalmar Golfklubb,,KALMAR,39359.0,Sverige,reception@kalmargk.se,a7bbb6b9-90e5-4d56-8a19-43f3fa9940d4,56.7163527,16.3397441
Norrfällsvikens Golfklubb,,MJÄLLOM,87031.0,Sverige,info@nvgk.se,827ca629-49b1-4141-a4bb-267048438ec5,,
Hammarby IF Golfförening,,STOCKHOLM,11635.0,Sverige,info@hammarbygolf.se,fd2b5984-b944-419e-bfa2-d83d9cdc111d,,
Malmö Burlöv Golfklubb,Skåne,MALMÖ,21227.0,Sverige,golfklubben@mabgk.se,328613ec-a055-45df-8570-8435714d7bb7,55.6180794,13.0737667
Umeå Norrmjöle Golfklubb,Västerbotten,UMEÅ,90582.0,Sverige,kansli@nmgk.se,330aaf19-374e-49a7-9bac-6e7f0c869565,,
Björkhagens Golfklubb,,BAGARMOSSEN,12804.0,Sverige,kansli@bjgk.se,9671eb51-cf90-4b6a-bd47-8f2ccc48e579,,
AIK Golfklubb,,SOLNA,16935.0,Sverige,golf@aik.se,db898993-8dcf-4ce5-a3c0-c07ec4d59b37,,
Kinds Golfklubb,,SVENLJUNGA,51293.0,Sverige,info@kindsgk.se,5aaad466-0b21-48b7-949e-44e2cf6c8548,57.4614162,13.1741463
Trelleborgs Golfklubb,,TRELLEBORG,23193.0,Sverige,kansli@trelleborgsgk.se,e1356f4b-7dae-41a0-8064-5ed366a01af3,55.3698443,13.0814997
Eskilstuna Golfklubb,Södermanlands län,ESKILSTUNA,63502.0,Sverige,info@eskilstunagk.se,dce407a4-058f-443c-920d-b133b7faa427,59.3710003,16.5581926
Ryfors Golfklubb,,MULLSJÖ,56591.0,Sverige,info@ryforsgk.se,0f46bdad-94eb-47bd-809d-8f23db35fc4d,,
Nya Ullared Flädje Golfklubb,Halland,VESSIGEBRO,31165.0,Sverige,info@fladjegolf.se,012a9ab9-d257-4ab0-acef-778526676d34,,
Bjurholms Golfklubb,,BJURHOLM,91693.0,Sverige,kansliet@bjurholmsgk.se,f2a06aa4-b125-4149-ae14-0ac78e4f7147,63.9654752,19.2031098
Karlstads Golfklubb,,KARLSTAD,65592.0,Sverige,info@karlstadgk.se,43a293b4-43fa-4066-a752-a286c78939a8,,
Ölands Golfklubb,,LÖTTORP,38771.0,Sverige,kansli@olandsgk.se,7358bed3-b297-4c86-877a-6868d57ed9c5,,
Sundsvalls Golfklubb,,KVISSLEBY,86234.0,Sverige,info@sundsvallsgk.se,e8a763c0-b502-49c3-9a5e-58862b32bf47,,
Snöå Golfklubb,,DALA-JÄRNA,78051.0,Sverige,kansli@snoagk.se,8b654d00-2893-424a-bacf-52a7fa3ab0aa,,
Furudals-Bruks Golfklubb,,FURUDAL,79597.0,Sverige,info@furudalsgolf.com,5b53a239-493d-4e85-b42c-cc6376347abe,,
Hussborg Golfklubb,,LJUNGAVERK,84010.0,Sverige,golf@hussborg.com,831187ec-3dcd-4e88-8f87-a6d25aeb977a,62.4973815,16.0172762
Ängelholms Golfklubb,Skåne,MUNKA LJUNGBY,26693.0,Sverige,info@angelholmsgk.se,157b80fa-f269-42a3-aef9-661347297fb6,,
Lysingsbadets Golfklubb,Småland,VÄSTERVIK,59352.0,Sverige,info@lysingsbadetsgk.se,fce7dc2a-7da7-4583-afb2-f961533f44a6,57.7349349,16.6636586
Mälarbadens Golfklubb,Södermanland,TORSHÄLLA,64436.0,Sverige,reception@malarbadensgk.se,47364b19-89ad-437d-a2dc-2872aa6e30e1,59.4490788,16.4341408
Örebro City Golf & Country Club,,ÖREBRO,70594.0,Sverige,mosjo@orebrogolf.se,1bbf51f8-e8ad-4406-8602-1f02954d820c,59.250642,15.2115392
S:t Arild Golfklubb,,SKÄRET,26372.0,Sverige,golf@starild.se,5e18e1c6-b5d3-44f1-90bc-64fc31917091,56.255058,12.5952312
Kinda Golfklubb,,KISA,59040.0,Sverige,info@kindagk.se,43bd8715-3972-4986-baca-58c4c681102c,,
Sotenäs Golfklubb,Bohuslän,HUNNEBOSTRAND,45693.0,Sverige,info@sotenasgolf.se,7c1781ae-b161-45a8-b127-083bee208eb2,,
Torshälla Golfklubb,,TORSHÄLLA,64431.0,Sverige,kansli@torshallagk.com,a54eb664-f157-453a-87b5-1b7db97321c6,59.4103358,16.448152
Stenungsund Golfklubb,Bohuslän,SPEKERÖD,44493.0,Sverige,info@stenungsundgk.se,4bca6fdf-aea9-482b-81f4-f7ef22bdf122,,
Umeå Sörfors Golfklubb,,UMEÅ,90588.0,Sverige,kansli@sorforsgk.se,7e0193c5-d38d-4b32-a884-17f2d34dfa6c,,
Sörfjärdens Golfklubb,,GNARP,82962.0,Sverige,info@sorfjardensgk.se,c6ec057c-3cdc-4392-a9bf-0dfb065bf5e1,62.0199898,17.3989286
SAIK Golfklubb,,SANDVIKEN,81152.0,Sverige,info@saikgolf.se,4e3053f4-4fcb-41c7-bdf7-5bc276214418,60.5951241,16.7637507
Rättviks Golfklubb,,RÄTTVIK,79532.0,Sverige,info@rattviksgk.se,a7723844-f999-44e5-b077-aee87938c196,60.8976663,15.1127375
Björklidens Golfklubb,,BROMMA,16874.0,Sverige,info@bjorklidensgolfklubb.se,7ec9b7ac-4b0c-46ce-a798-2a277e4524ed,,
Säters Golfklubb,Dalarnas län,SÄTER,78332.0,Sverige,info@satersgk.se,ba9489e1-808f-4b71-ad4e-a325b647f7e7,,
Rya Golfklubb,,RYDEBÄCK,25730.0,Sverige,info@rya.nu,e70a3e30-46d2-46e3-abef-daedb4a69313,,
Lagans Golfklubb,Småland,LAGAN,34152.0,Sverige,kansli@lagansgk.se,944355a9-e995-46de-a106-956b1c43c7ca,,
Vasatorps Golfklubb,,MÖRARP,25354.0,Sverige,info@vasatorp.golf,ec82da12-bd5d-45af-aedf-e459c3d70e59,,
Visby Golfklubb,,GOTLANDS TOFTA,62230.0,Sverige,info@visbygk.com,d677144d-252f-4dcc-98ed-44ce68b415c5,57.4454975,18.1285129
Bråvikens Golfklubb,Östergötland,NORRKÖPING,60591.0,Sverige,info@bragk.se,acac3051-4824-4fdb-80ce-ef129ace97d8,58.6049488,16.3203732
Hökensås Golfklubb,Västergötland,HJO,54494.0,Sverige,info@hokensasgk.se,e4bc4277-5e4e-4c88-bca1-2eac64896178,58.2502707,14.2167759
Hagge Golfklubb,,LUDVIKA,77190.0,Sverige,info@haggegk.se,10c9e9ec-35d0-4ff6-9fec-a754fa3a1215,,
Partille Golfklubb,,ÖJERSJÖ,43351.0,Sverige,info@partillegk.se,5a851a7a-df87-43f7-a439-01d4300ebc82,57.6918529,12.1083919
Älmhults Golfklubb,,ÄLMHULT,34390.0,Sverige,info@almhultsgk.se,c92232ee-c58c-4f9c-9da3-6fcf7955c8f6,56.565268,14.1697235
Bro-Bålsta Golfklubb,,BRO,19791.0,Sverige,susanne.englund@bbgk.se,54cc95f4-0038-4bdf-9b68-9cb1b13c595a,,
Stjernfors Golfklubb,,KOPPARBERG,71493.0,Sverige,info@stjernforsgk.com,e19d7034-2707-4e23-a143-ef99e03a973c,,
Robertsfors Golfklubb,Västerbotten,ROBERTSFORS,91532.0,Sverige,info@robertsforsgk.se,9abbee66-3d20-4417-8510-4c46a0bb8819,64.1810726,20.8761026
Idrefjällens Golfklubb,,IDRE,79091.0,Sverige,golf@idrefjall.se,3d7be6e0-598c-4ccd-b575-b1f6ba756492,61.879353,12.6928397
Tegelberga Golfklubb,,TRELLEBORG,23196.0,Sverige,kansli@tegelbergagk.se,7c9d89de-a00e-4f2e-8fd8-86ae75429fdb,55.4584341,13.2314526
Falun-Borlänge Golfklubb,,FALUN,79193.0,Sverige,info@fbgk.se,fb1564da-c6a4-4e71-bb79-efefc00cf88f,,
Uddevalla Golfklubb,,UDDEVALLA,45194.0,Sverige,info@uddevallagk.se,91fe129b-1714-4310-bf67-f45d243b6e58,58.3645059,11.77658
Tjusta Golf,,ROSERSBERG,19596.0,Sverige,klubben@tjustagolf.se,1a061116-13f8-483d-933c-4cb6e96047de,,
Skövde Golfklubb,Västra Götaland,SKÖVDE,54133.0,Sverige,info@skovdegk.se,d0230b7c-cf7a-49c8-9a9a-7a51af431d76,58.3645838,13.8079618
Hasselabygdens Golfklubb,,HASSELA,82078.0,Sverige,hasselabygdensgk@gmail.com,f956f5ce-9df6-4022-8955-82a609668768,,
Kungsbacka Golfklubb,Kungsbacka kommun,SÄRÖ,42944.0,Sverige,shop@kungsbackagk.se,da9e80b9-1a08-4066-923d-2b4e0fc9cc2a,57.4914605,11.9802108
Frösåker Golf & Country Club,,VÄSTERÅS,72597.0,Sverige,info@fgcc.se,043e750a-9432-48d8-a02d-0c4c43a24899,59.5394738,16.7524415
Holma Stångenäs Golf,Västra Götalands län,BRASTAD,45491.0,Sverige,info@holmagolf.se,79b744a3-3b3b-4574-8335-1f49b99c2b25,,
Storsjöbygdens Golfklubb,,TANDSBYN,83499.0,Sverige,kansli@sbgolf.se,303697bc-57e6-430d-8ed8-b0615b637eb6,,
Väddö Golfklubb i Älmsta,Stockholms län,VÄDDÖ,76492.0,Sverige,info@vaddogolf.se,ce5817b1-09a2-49d4-81cb-e22e932aec18,,
LinksGolf Öland i Grönhögen,Småland,DEGERHAMN,38065.0,Sverige,info@linksgolfoland.se,a090736b-e37b-41d1-8a55-27b9a3747f4b,,
Trosa Golfklubb,,TROSA,61992.0,Sverige,info@trosagk.se,494e2a6e-7249-4644-9dcc-c5939618365c,58.886777,17.535503
Samuelsdals Golfklubb,,FALUN,79161.0,Sverige,samuelsdalgolf@gmail.com,712b9577-d509-4dc2-8fe4-a7cc499eee53,60.580469,15.6222104
Upsala Golfklubb,Uppland,UPPSALA,75592.0,Sverige,info@upsalagk.se,205d47a4-97c6-48f5-8500-a70f1e778001,59.8412179,17.4966988
Slite Golfklubb,Gotland,SLITE,62446.0,Sverige,info@slitegk.se,05c565b4-90a9-47c4-8977-b0173669666d,57.7175165,18.7455884
Karlshamns Golfklubb,,MÖRRUM,37590.0,Sverige,info@karlshamnsgk.com,eeaca02c-4189-42df-a7ac-a11d772c2a3b,56.2093516,14.7666512
Fågelbro Golf & Country Club,,VÄRMDÖ,13960.0,Sverige,kansli@fagelbrogolf.se,f4002ff5-4b1e-447c-998d-561c421b7ad3,59.2738515,18.5588625
Allmag Golf & Country Club,,STILLINGSÖN,47292.0,Sverige,info@agcc.se,90f2e97c-6d73-4bd5-beea-562ccf6dd65b,,
Dalsjö Golfklubb,,BORLÄNGE,78478.0,Sverige,info@dalsjogolf.se,ae6a4c1f-f2fd-4d7a-8135-b6512ce3d738,,
Bolidens Golfklubb,,BOLIDEN,93692.0,Sverige,info@bolidensgolfklubb.se,7fb922e1-6e69-450e-998a-4e5bd19c1646,,
Wermdö Golf & Country Club,Stockholm,VÄRMDÖ,13940.0,Sverige,kansli@wermodogolf.se,a34e6689-6164-4aa1-8acf-0139d7f96aae,59.304801,18.4627241
Älvdalens Golfklubb,,ÄLVDALEN,79690.0,Sverige,golf@alvdalen.nu,c05cc2a8-6cc0-49c2-a5b1-85a794d0e303,,
Ljusterö Golfklubb,,LJUSTERÖ,18495.0,Sverige,receptionen@ljusterogolf.se,b7d96c03-1444-4979-851f-71a7ba81b91f,,
Leksands Golfklubb,,LEKSAND,79390.0,Sverige,info@leksandsgk.se,0ef8f123-f5a7-41f4-b634-d8a55fb4bee9,60.7485935,15.0350535
