name,region,city,postal_code,country,email,id
Sundsvalls Golfklubb,,KVISSLEBY,86234,Sverige,info@sundsvallsgk.se,e8a763c0-b502-49c3-9a5e-58862b32bf47
Snöå Golfklubb,,DALA-JÄRNA,78051,Sverige,kansli@snoagk.se,8b654d00-2893-424a-bacf-52a7fa3ab0aa
Furudals-Bruks Golfklubb,,FURUDAL,79597,Sverige,info@furudalsgolf.com,5b53a239-493d-4e85-b42c-cc6376347abe
Hussborg Golfklubb,,LJUNGAVERK,84010,Sverige,golf@hussborg.com,831187ec-3dcd-4e88-8f87-a6d25aeb977a
Ängelholms Golfklubb,Skåne,MUNKA LJUNGBY,26693,Sverige,info@angelholmsgk.se,157b80fa-f269-42a3-aef9-661347297fb6
Lysingsbadets Golfklubb,Småland,VÄSTERVIK,59352,Sverige,info@lysingsbadetsgk.se,fce7dc2a-7da7-4583-afb2-f961533f44a6
Mälarbadens Golfklubb,Södermanland,TORSHÄLLA,64436,Sverige,reception@malarbadensgk.se,47364b19-89ad-437d-a2dc-2872aa6e30e1
Örebro City Golf & Country Club,,ÖREBRO,70594,Sverige,mosjo@orebrogolf.se,1bbf51f8-e8ad-4406-8602-1f02954d820c
S:t Arild Golfklubb,,SKÄRET,26372,Sverige,golf@starild.se,5e18e1c6-b5d3-44f1-90bc-64fc31917091
Kinda Golfklubb,,KISA,59040,Sverige,info@kindagk.se,43bd8715-3972-4986-baca-58c4c681102c
Sotenäs Golfklubb,Bohuslän,HUNNEBOSTRAND,45693,Sverige,info@sotenasgolf.se,7c1781ae-b161-45a8-b127-083bee208eb2
Torshälla Golfklubb,,TORSHÄLLA,64431,Sverige,kansli@torshallagk.com,a54eb664-f157-453a-87b5-1b7db97321c6
Stenungsund Golfklubb,Bohuslän,SPEKERÖD,44493,Sverige,info@stenungsundgk.se,4bca6fdf-aea9-482b-81f4-f7ef22bdf122
Umeå Sörfors Golfklubb,,UMEÅ,90588,Sverige,kansli@sorforsgk.se,7e0193c5-d38d-4b32-a884-17f2d34dfa6c
Sörfjärdens Golfklubb,,GNARP,82962,Sverige,info@sorfjardensgk.se,c6ec057c-3cdc-4392-a9bf-0dfb065bf5e1
SAIK Golfklubb,,SANDVIKEN,81152,Sverige,info@saikgolf.se,4e3053f4-4fcb-41c7-bdf7-5bc276214418
Rättviks Golfklubb,,RÄTTVIK,79532,Sverige,info@rattviksgk.se,a7723844-f999-44e5-b077-aee87938c196
Björklidens Golfklubb,,BROMMA,16874,Sverige,info@bjorklidensgolfklubb.se,7ec9b7ac-4b0c-46ce-a798-2a277e4524ed
Säters Golfklubb,Dalarnas län,SÄTER,78332,Sverige,info@satersgk.se,ba9489e1-808f-4b71-ad4e-a325b647f7e7
Rya Golfklubb,,RYDEBÄCK,25730,Sverige,info@rya.nu,e70a3e30-46d2-46e3-abef-daedb4a69313
Lagans Golfklubb,Småland,LAGAN,34152,Sverige,kansli@lagansgk.se,944355a9-e995-46de-a106-956b1c43c7ca
Vasatorps Golfklubb,,MÖRARP,25354,Sverige,info@vasatorp.golf,ec82da12-bd5d-45af-aedf-e459c3d70e59
Visby Golfklubb,,GOTLANDS TOFTA,62230,Sverige,info@visbygk.com,d677144d-252f-4dcc-98ed-44ce68b415c5
Bråvikens Golfklubb,Östergötland,NORRKÖPING,60591,Sverige,info@bragk.se,acac3051-4824-4fdb-80ce-ef129ace97d8
Hökensås Golfklubb,Västergötland,HJO,54494,Sverige,info@hokensasgk.se,e4bc4277-5e4e-4c88-bca1-2eac64896178
Hagge Golfklubb,,LUDVIKA,77190,Sverige,info@haggegk.se,10c9e9ec-35d0-4ff6-9fec-a754fa3a1215
Partille Golfklubb,,ÖJERSJÖ,43351,Sverige,info@partillegk.se,5a851a7a-df87-43f7-a439-01d4300ebc82
Älmhults Golfklubb,,ÄLMHULT,34390,Sverige,info@almhultsgk.se,c92232ee-c58c-4f9c-9da3-6fcf7955c8f6
Bro-Bålsta Golfklubb,,BRO,19791,Sverige,susanne.englund@bbgk.se,54cc95f4-0038-4bdf-9b68-9cb1b13c595a
Stjernfors Golfklubb,,KOPPARBERG,71493,Sverige,info@stjernforsgk.com,e19d7034-2707-4e23-a143-ef99e03a973c
Robertsfors Golfklubb,Västerbotten,ROBERTSFORS,91532,Sverige,info@robertsforsgk.se,9abbee66-3d20-4417-8510-4c46a0bb8819
Idrefjällens Golfklubb,,IDRE,79091,Sverige,golf@idrefjall.se,3d7be6e0-598c-4ccd-b575-b1f6ba756492
Tegelberga Golfklubb,,TRELLEBORG,23196,Sverige,kansli@tegelbergagk.se,7c9d89de-a00e-4f2e-8fd8-86ae75429fdb
Falun-Borlänge Golfklubb,,FALUN,79193,Sverige,info@fbgk.se,fb1564da-c6a4-4e71-bb79-efefc00cf88f
Uddevalla Golfklubb,,UDDEVALLA,45194,Sverige,info@uddevallagk.se,91fe129b-1714-4310-bf67-f45d243b6e58
Tjusta Golf,,ROSERSBERG,19596,Sverige,klubben@tjustagolf.se,1a061116-13f8-483d-933c-4cb6e96047de
Skövde Golfklubb,Västra Götaland,SKÖVDE,54133,Sverige,info@skovdegk.se,d0230b7c-cf7a-49c8-9a9a-7a51af431d76
Hasselabygdens Golfklubb,,HASSELA,82078,Sverige,hasselabygdensgk@gmail.com,f956f5ce-9df6-4022-8955-82a609668768
Kungsbacka Golfklubb,Kungsbacka kommun,SÄRÖ,42944,Sverige,shop@kungsbackagk.se,da9e80b9-1a08-4066-923d-2b4e0fc9cc2a
Frösåker Golf & Country Club,,VÄSTERÅS,72597,Sverige,info@fgcc.se,043e750a-9432-48d8-a02d-0c4c43a24899
Holma Stångenäs Golf,Västra Götalands län,BRASTAD,45491,Sverige,info@holmagolf.se,79b744a3-3b3b-4574-8335-1f49b99c2b25
Storsjöbygdens Golfklubb,,TANDSBYN,83499,Sverige,kansli@sbgolf.se,303697bc-57e6-430d-8ed8-b0615b637eb6
Väddö Golfklubb i Älmsta,Stockholms län,VÄDDÖ,76492,Sverige,info@vaddogolf.se,ce5817b1-09a2-49d4-81cb-e22e932aec18
LinksGolf Öland i Grönhögen,Småland,DEGERHAMN,38065,Sverige,info@linksgolfoland.se,a090736b-e37b-41d1-8a55-27b9a3747f4b
Trosa Golfklubb,,TROSA,61992,Sverige,info@trosagk.se,494e2a6e-7249-4644-9dcc-c5939618365c
Samuelsdals Golfklubb,,FALUN,79161,Sverige,samuelsdalgolf@gmail.com,712b9577-d509-4dc2-8fe4-a7cc499eee53
Upsala Golfklubb,Uppland,UPPSALA,75592,Sverige,info@upsalagk.se,205d47a4-97c6-48f5-8500-a70f1e778001
Slite Golfklubb,Gotland,SLITE,62446,Sverige,info@slitegk.se,05c565b4-90a9-47c4-8977-b0173669666d
Karlshamns Golfklubb,,MÖRRUM,37590,Sverige,info@karlshamnsgk.com,eeaca02c-4189-42df-a7ac-a11d772c2a3b
Fågelbro Golf & Country Club,,VÄRMDÖ,13960,Sverige,kansli@fagelbrogolf.se,f4002ff5-4b1e-447c-998d-561c421b7ad3
Allmag Golf & Country Club,,STILLINGSÖN,47292,Sverige,info@agcc.se,90f2e97c-6d73-4bd5-beea-562ccf6dd65b
Dalsjö Golfklubb,,BORLÄNGE,78478,Sverige,info@dalsjogolf.se,ae6a4c1f-f2fd-4d7a-8135-b6512ce3d738
Bolidens Golfklubb,,BOLIDEN,93692,Sverige,info@bolidensgolfklubb.se,7fb922e1-6e69-450e-998a-4e5bd19c1646
Wermdö Golf & Country Club,Stockholm,VÄRMDÖ,13940,Sverige,kansli@wermodogolf.se,a34e6689-6164-4aa1-8acf-0139d7f96aae
Älvdalens Golfklubb,,ÄLVDALEN,79690,Sverige,golf@alvdalen.nu,c05cc2a8-6cc0-49c2-a5b1-85a794d0e303
Ljusterö Golfklubb,,LJUSTERÖ,18495,Sverige,receptionen@ljusterogolf.se,b7d96c03-1444-4979-851f-71a7ba81b91f
Leksands Golfklubb,,LEKSAND,79390,Sverige,info@leksandsgk.se,0ef8f123-f5a7-41f4-b634-d8a55fb4bee9
